uniprot_id	protein	sector	sector_short
Q8ZPH2	Hydrogenase maturation protease	Translation and protein homeostasis	Rib
Q8ZPH3	Hydrogenase protein	Electron Transport chain	Etc
Q8ZPH4	Hydrogenase	Electron Transport chain	Etc
Q8ZPH5	Dehydrogenase protein	Carbon metabolism	Cbn
Q8ZPH9	Outer membrane protein	Lipid and cell wall metabolism	Lpb
Q8ZPI4	LysR family transcriptional regulator	Other	Oth
Q8ZPI5	MFS family Transport protein	Transport	Tra
Q8ZPI9	Transport protein	Transport	Tra
Q8ZPJ9	Dimethylsulfoxide reductase	Electron Transport chain	Etc
Q8ZPK7	Transcriptional repressor of ptsG and ptsHI	Other	Oth
Q8ZPK8	LysR family transcriptional regulator	Other	Oth
Q8ZPN3	Multidrug resistance efflux pump	Transport	Tra
Q8ZPN5	Aldo/keto reductase	Carbon metabolism	Cbn
Q8ZPN6	Oxidoreductase	Electron Transport chain	Etc
Q8ZPN8	Cell wall-associated hydrolase	Lipid and cell wall metabolism	Lpb
Q8ZPN9	LysR family transcriptional regulator	Other	Oth
Q8ZPP4	Secretion system apparatus protein	Flagellum and motility including its regulation	Fla
Q8ZPP8	Amino acid permease	Transport	Tra
Q8ZPQ2	Iron-sulfur component of FhuF stability protein	Electron Transport chain	Etc
Q8ZPQ3	Transport protein	Transport	Tra
Q8ZPQ4	ABC Transporter	Transport	Tra
Q8ZPQ5	HesB-like domain protein	Translation and protein homeostasis	Rib
Q8ZPQ6	Na+-dicarboxylate symporter	Transport	Tra
Q8ZPR0	Permease	Transport	Tra
Q8ZPR2	MFS family Transport protein	Transport	Tra
Q8ZPR3	MFS family Transport protein	Transport	Tra
Q8ZPR7	Transcription regulator, AraC family	Other	Oth
Q8ZPR8	Electron transfer flavoprotein	Electron Transport chain	Etc
Q8ZPR9	Electron transfer flavoprotein	Electron Transport chain	Etc
Q8ZPS0	Protein FixC	Electron Transport chain	Etc
Q8ZPS1	Ferredoxin-like protein	Electron Transport chain	Etc
Q8ZPS2	Plant pathogenicity factor-like protein	Other	Oth
Q8ZPT4	Salt-induced outer membrane protein	Lipid and cell wall metabolism	Lpb
Q8ZPT8	LexA regulated protein	Other	Oth
Q8ZPT9	Kinase-like protein	Other	Oth
Q8ZPU0	Cell division activator CedA	Lipid and cell wall metabolism	Lpb
Q8ZPW0	Aldehyde reductase	Carbon metabolism	Cbn
Q8ZPW1	Arylsulfatase regulator	Other	Oth
Q8ZPW8	Regulator (AraC/XylS family)	Other	Oth
Q8ZPW9	MFS family Transport protein (Amino acid/amine Transport)	Transport	Tra
Q8ZPX2	Hemolysin	Other	Oth
Q8ZPX3	Nitric oxide reductase	Electron Transport chain	Etc
Q8ZPY6	Molecular chaperone (Small heat shock protein)	Translation and protein homeostasis	Rib
Q8ZQ04	Transcriptional repressor (TetR/AcrR family)	Other	Oth
Q8ZQ11	Metal-dependent hydrolase	Other	Oth
Q8ZQ20	DNA damage-inducible protein I	Other	Oth
Q8ZQ32	Sugar Transport protein	Transport	Tra
Q8ZQ35	Sodium/glucose coTransporter	Transport	Tra
Q8ZQ36	Transcriptional regulator	Other	Oth
Q8ZQ38	Transcriptional repressor (TetR/AcrR family)	Other	Oth
Q8ZQ42	Suppression of copper sensitivity protein	Other	Oth
Q8ZQ43	Suppression of copper sensitivity protein	Other	Oth
Q8ZQ45	Arabinose operon regulatory protein	Other	Oth
Q8ZQ56	Pathogenicity island encoded protein: SPI5	Other	Oth
Q8ZQ58	Pathogenicity island encoded protein: SPI5	Other	Oth
Q8ZQ61	TEGT family carrier	Transport	Tra
Q8ZQ62	AraC family bacterial regulatory protein	Other	Oth
Q8ZQ66	Efflux (PET) family Transporter	Transport	Tra
Q8ZQ77	Gifsy-2 prophage protein	Other	Oth
Q8ZQ80	Gifsy-2 prophage tail fiber assembly like-protein	Other	Oth
Q8ZQ81	Gifsy-2 prophage probable tail fiber protein	Other	Oth
Q8ZQ82	Gifsy-2 prophage host specificity protein J, phage lambda	Other	Oth
Q8ZQ83	Gifsy-2 prophage probable tail assembly protein	Other	Oth
Q8ZQ84	Gifsy-2 prophage probable tail assembly protein	Other	Oth
Q8ZQ85	Gifsy-2 prophage attachment and invasion protein homolog	Flagellum and motility including its regulation	Fla
Q8ZQ86	Gifsy-2 prophage probable minor tail protein	Other	Oth
Q8ZQ87	Gifsy-2 prophage probable minor tail protein	Other	Oth
Q8ZQ88	Gifsy-2 prophage probable minor tail protein	Other	Oth
Q8ZQ89	Gifsy-2 prophage probable major tail protein	Other	Oth
Q8ZQ90	Gifsy-2 prophage probable minor tail protein	Other	Oth
Q8ZQ91	Gifsy-2 prophage probable minor tail protein	Other	Oth
Q8ZQ92	Gifsy-2 prophage probable ATP-binding sugar Transporter-like protein	Transport	Tra
Q8ZQ93	Gifsy-2 prophage putative RecA/RadA recombinase	Other	Oth
Q8ZQ94	ATP-dependent Clp protease proteolytic subunit	Translation and protein homeostasis	Rib
Q8ZQ95	Gifsy-2 prophage protein	Other	Oth
Q8ZQ96	Gifsy-2 prophage protein	Other	Oth
Q8ZQ97	Gifsy-2 prophage protein	Other	Oth
Q8ZQ98	Gifsy-2 prophage protein	Other	Oth
Q8ZQA0	Gifsy-2 prophage protein	Other	Oth
Q8ZQA1	Gifsy-2 prophage protein	Other	Oth
Q8ZQA2	Gifsy-2 prophage protein	Other	Oth
Q8ZQA3	Gifsy-2 prophage protein	Other	Oth
Q8ZQA4	Gifsy-2 prophage putative molecular chaperone, DnaJ family	Translation and protein homeostasis	Rib
Q8ZQA5	Gifsy-2 prophage protein	Other	Oth
Q8ZQA6	Gifsy-2 prophage protein	Other	Oth
Q8ZQA7	Gifsy-2 prophage protein	Other	Oth
Q8ZQA8	Gifsy-2 prophage protein	Other	Oth
Q8ZQA9	Gifsy-2 prophage protein	Other	Oth
Q8ZQB0	Gifsy-2 prophage integrase	Other	Oth
Q8ZQB1	Transcriptional regulator, Lrp family	Other	Oth
Q8ZQB2	Leucine response regulator	Other	Oth
Q8ZQB9	MukF protein (Killing factor KicB)	Other	Oth
Q8ZQD1	APC family, amino-acid Transporter	Transport	Tra
Q8ZQE0	Homolog of slsA in STM	Other	Oth
Q8ZQE2	Integrase protein	Other	Oth
Q8ZQE6	Homology with RecF protein	Other	Oth
Q8ZQE9	NADH oxidoreductase for hcp gene product	Electron Transport chain	Etc
Q8ZQF2	Nucleoside-diphosphate-sugar epimerase	Carbon metabolism	Cbn
Q8ZQF5	Fels-1 prophage minor tail protein	Other	Oth
Q8ZQF6	Fels-1 prophage host specificity protein	Other	Oth
Q8ZQF8	Fels-1 prophage tail assembly protein	Other	Oth
Q8ZQF9	Fels-1 prophage tail assembly protein	Other	Oth
Q8ZQG0	Fels-1 prophage minor tail protein	Other	Oth
Q8ZQG1	Fels-1 prophage attachment and invasion protein	Flagellum and motility including its regulation	Fla
Q8ZQG2	Fels-1 prophage minor tail protein	Other	Oth
Q8ZQG3	Fels-1 prophage minor tail protein	Other	Oth
Q8ZQG4	Fels-1 prophage minor tail protein	Other	Oth
Q8ZQG5	Fels-1 prophage major tail protein	Other	Oth
Q8ZQG6	Fels-1 prophage protein	Other	Oth
Q8ZQG7	Fels-1 phage tail component	Other	Oth
Q8ZQG8	Fels-1 prophage protein	Other	Oth
Q8ZQG9	ATP-dependent Clp protease proteolytic subunit	Translation and protein homeostasis	Rib
Q8ZQH0	Fels-1 prophage protein	Other	Oth
Q8ZQH1	Fels-1 prophage protein	Other	Oth
Q8ZQH2	Fels-1 prophage protein	Other	Oth
Q8ZQH3	Fels-1 prophage protein	Other	Oth
Q8ZQH4	Fels-1 prophage chitinase	Lipid and cell wall metabolism	Lpb
Q8ZQH5	Fels-1 prophage protein	Other	Oth
Q8ZQH6	Fels-1 Prophage Protein-like protein	Other	Oth
Q8ZQH7	Fels-1 prophage protein	Other	Oth
Q8ZQH8	Fels-1 prophage chaparone	Translation and protein homeostasis	Rib
Q8ZQH9	Fels-1 prophage protein	Other	Oth
Q8ZQI0	Fels-1 putative prophage DNA primase	Other	Oth
Q8ZQI1	Fels-1 prophage DNA or RNA helicases of superfamily II	Other	Oth
Q8ZQI2	Fels-1 prophage protein	Other	Oth
Q8ZQI3	Fels-1 prophage protein	Other	Oth
Q8ZQI4	Fels-1 prophage transcriptional regulator	Other	Oth
Q8ZQI5	Fels-1 prophage protein	Other	Oth
Q8ZQI6	Fels-1 prophage protein	Other	Oth
Q8ZQI7	Fels-1 prophage protein	Other	Oth
Q8ZQI8	Fels-1 prophage excisionase	Other	Oth
Q8ZQI9	Fels-1 prophage integrase	Other	Oth
Q8ZQJ2	Sulfatase	Lipid and cell wall metabolism	Lpb
Q8ZQK5	Regulator (TetR/Acr family)	Other	Oth
Q8ZQK6	Transport protein/putative regulator	Transport	Tra
Q8ZQL0	Transcriptional repressor for deoxyribose operon (DeoR family)	Other	Oth
Q8ZQL3	Dehydrogenase	Carbon metabolism	Cbn
Q8ZQL5	LysR family transcriptional regulator	Other	Oth
Q8ZQM5	Pyruvate formate lyase activating enzyme (EC 1.97.1.4)	Carbon metabolism	Cbn
Q8ZQM6	Pyruvate formate lyase (EC 2.3.1.54)	Carbon metabolism	Cbn
Q8ZQM8	Hydrolase of the HAD superfamily	Carbon metabolism	Cbn
Q8ZQN0	Probable ATP-binding protein YbiT	Other	Oth
Q8ZQN1	Di-and tricarboxylate Transporters	Transport	Tra
Q8ZQN5	DnaK suppressor protein	Translation and protein homeostasis	Rib
Q8ZQN9	Transcriptional repressor (TetR/AcrR family)	Other	Oth
Q8ZQP9	Permease	Transport	Tra
Q8ZQR5	Hydrolase of the HAD superfamily	Carbon metabolism	Cbn
Q8ZQR8	Transcriptional repressor of modABCD operon (Molybdate uptake)	Other	Oth
Q8ZQS3	ABC-type cobalamin/Fe3+-siderophores Transport system, ATPase component	Transport	Tra
Q8ZQS4	ABC Transport protein	Transport	Tra
Q8ZQS7	Cation Transporter	Transport	Tra
Q8ZQS8	Transcriptional regulator, lysR family	Other	Oth
Q8ZQS9	Transcriptional regulator, lysR family	Other	Oth
Q8ZQT6	Tol protein, membrane spanning protein	Lipid and cell wall metabolism	Lpb
Q8ZQT7	Acyl-CoA thioester hydrolase YbgC	Carbon metabolism	Cbn
Q8ZQU8	Glycosyl transferase	Lipid and cell wall metabolism	Lpb
Q8ZQU9	Glycosyltransferase, cell wall biogenesis	Lipid and cell wall metabolism	Lpb
Q8ZQV0	Glycosyltransferase, cell wall biogenesis	Lipid and cell wall metabolism	Lpb
Q8ZQV3	Glycosyl transferase	Lipid and cell wall metabolism	Lpb
Q8ZQX2	LysR family transcriptional regulator	Other	Oth
Q8ZQX9	Transcriptional repressor of nag (N-acetylglucosamine) operon (NagC/XylR family)	Other	Oth
Q8ZQY6	Heatshock protein, homolog of hsp70 in Hsc66 subfamily	Translation and protein homeostasis	Rib
Q8ZQY7	Molecular chaperone, DnaJ family	Translation and protein homeostasis	Rib
Q8ZQY9	Molecular chaperone, DnaJ family	Translation and protein homeostasis	Rib
Q8ZQZ3	Sigma-54 dependent transcriptional regulator	Other	Oth
Q8ZR05	Hydrolase	Carbon metabolism	Cbn
Q8ZR07	DcuC family, dicarboxylate Transporter	Transport	Tra
Q8ZR17	Dehydrogenase	Carbon metabolism	Cbn
Q8ZR18	Hydrogenase protein	Electron Transport chain	Etc
Q8ZR19	Hydrogenase protein	Electron Transport chain	Etc
Q8ZR20	Oxidoreductase protein	Electron Transport chain	Etc
Q8ZR21	Component of anaerobic dehydrogenases	Electron Transport chain	Etc
Q8ZR23	LysR family transcriptional regulator	Other	Oth
Q8ZR24	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase	Carbon metabolism	Cbn
Q8ZR25	Transcriptional regulator	Other	Oth
Q8ZR26	Aminotransferase (EC 2.6.1.1)	Carbon metabolism	Cbn
Q8ZR27	Glycerol dehydrogenase	Carbon metabolism	Cbn
Q8ZR28	Carbon starvation protein	Other	Oth
Q8ZR36	Ferric enterobactin (Enterochelin) Transporter	Transport	Tra
Q8ZR39	Enterochelin esterase	Other	Oth
Q8ZR50	Phosphosugar isomerases	Carbon metabolism	Cbn
Q8ZR53	APC family, phenylalanene Transporter	Transport	Tra
Q8ZR54	ATPase involved in DNA repair	Other	Oth
Q8ZR57	Transcriptional regulator (AraC/XylS family)	Other	Oth
Q8ZR59	histidine kinase (EC 2.7.13.3)	Other	Oth
Q8ZR60	Glycosyltransferase	Lipid and cell wall metabolism	Lpb
Q8ZR62	Transposase	Other	Oth
Q8ZR63	Homology to integrase protein of phage	Other	Oth
Q8ZR65	Membrane-bound metal-dependent hydrolases	Other	Oth
Q8ZR67	Outer membrane protein	Lipid and cell wall metabolism	Lpb
Q8ZR75	Acyl-CoA synthetase, involved in protein Transport	Carbon metabolism	Cbn
Q8ZR79	Transport protein	Transport	Tra
Q8ZR80	NCS1 family, allantoin Transport protein	Transport	Tra
Q8ZR82	Permease	Transport	Tra
Q8ZR92	Thioredoxin protein	Translation and protein homeostasis	Rib
Q8ZR93	ABC-type sugar/spermidine/putrescine Transport system, ATPase component	Transport	Tra
Q8ZR94	Protein QmcA	Other	Oth
Q8ZR98	MFS family of Transport protein	Transport	Tra
Q8ZRA4	Transposase	Other	Oth
Q8ZRA8	Acetyltransferase (EC 2.3.1.-)	Translation and protein homeostasis	Rib
Q8ZRB1	Glycoprotein/polysaccharide metabolism	Lipid and cell wall metabolism	Lpb
Q8ZRB7	ABC Transporter periplasmic binding protein	Transport	Tra
Q8ZRC7	IS903 transposase	Other	Oth
Q8ZRC8	MFS family Transporter	Transport	Tra
Q8ZRD2	Oxidoreductase / K + channel protein	Other	Oth
Q8ZRE4	MFS family, arabinose polymer Transporter	Transport	Tra
Q8ZRE8	Protein of aro operon, regulated by aroR	Carbon metabolism	Cbn
Q8ZRF1	Permease	Transport	Tra
Q8ZRF5	ABC superfamily Transporter	Transport	Tra
Q8ZRF8	Uncharacterized protein YaiT	Other	Oth
Q8ZRF9	Transport protein	Transport	Tra
Q8ZRG0	Transcription regulator, AraC family	Other	Oth
Q8ZRG5	Copper chaperone	Other	Oth
Q8ZRG6	Transcriptional regulator	Other	Oth
Q8ZRG8	Cation efflux pump	Transport	Tra
Q8ZRH3	Outer membrane protein homolog of ail and ompX	Lipid and cell wall metabolism	Lpb
Q8ZRH5	Response regulator	Other	Oth
Q8ZRH9	Fimbriae major subunit	Flagellum and motility including its regulation	Fla
Q8ZRI0	Fimbriae chaparone	Flagellum and motility including its regulation	Fla
Q8ZRI2	Fimbriae usher	Flagellum and motility including its regulation	Fla
Q8ZRI3	Fimbriae chaparone	Flagellum and motility including its regulation	Fla
Q8ZRI4	Outer membrane protein	Lipid and cell wall metabolism	Lpb
Q8ZRI6	LysR family transcriptional regulator	Other	Oth
Q8ZRI8	Fumarylacetoacetate (FAA) hydrolase	Carbon metabolism	Cbn
Q8ZRJ1	Permease	Transport	Tra
Q8ZRJ3	IS3 transposase	Other	Oth
Q8ZRJ6	Glutamine amidotransferase	Carbon metabolism	Cbn
Q8ZRK1	Xylanase/chitin deacetylase	Lipid and cell wall metabolism	Lpb
Q8ZRK3	Fimbriae assembly chaparone	Flagellum and motility including its regulation	Fla
Q8ZRK4	Outer membrane protein	Lipid and cell wall metabolism	Lpb
Q8ZRK5	Integrase core domain protein	Other	Oth
Q8ZRK6	Transposase	Other	Oth
Q8ZRL3	Shiga-like toxin A subunit	Other	Oth
Q8ZRM1	SAM-dependent methyltransferase	Translation and protein homeostasis	Rib
Q8ZRM3	Methyltransferase in menaquinone/biotin biosynthesis	Carbon metabolism	Cbn
Q8ZRM5	Drug efflux protein (Perhaps for chloramphenicol)	Transport	Tra
Q8ZRM6	LysR family transcriptional regulator	Other	Oth
Q8ZRN4	Modulator of Rho-dependent transcription termination	Other	Oth
Q8ZRN6	Lactoylglutathione lyase	Carbon metabolism	Cbn
Q8ZRN8	Endochitinase	Lipid and cell wall metabolism	Lpb
Q8ZRP9	Minor fimbrial subunit	Flagellum and motility including its regulation	Fla
Q8ZRQ4	ATP-dependent helicase	Other	Oth
Q8ZRR2	Xylanase/chitin deacetylase	Lipid and cell wall metabolism	Lpb
Q8ZRR3	PTS enzyme	Carbon metabolism	Cbn
Q8ZRR4	Fimbrial subunit	Flagellum and motility including its regulation	Fla
Q8ZRR7	Fimbriae	Flagellum and motility including its regulation	Fla
Q8ZRR9	ABC-type multidrug Transport system, ATPase component	Transport	Tra
Q8ZRS6	UPF0231 protein YacL	Other	Oth
Q8ZRS7	Restriction endonuclease	Other	Oth
Q8ZRS9	Outer membrane protein	Lipid and cell wall metabolism	Lpb
Q8ZRT3	Integral membrane protein	Other	Oth
Q8ZRT4	Component in type IV pilin biogenesis	Flagellum and motility including its regulation	Fla
Q8ZRV3	DedA family membrane protein	Other	Oth
Q8ZRW4	Sulfatase	Lipid and cell wall metabolism	Lpb
Q8ZRW7	MFS family Transport protein	Transport	Tra
Q8ZRX7	Viral protein	Other	Oth
Q8ZRY8	Nitrite reductase	Electron Transport chain	Etc
Q8ZRZ1	Sodium galactoside symporter	Transport	Tra
Q8ZRZ2	Glycosyl hydrolase	Carbon metabolism	Cbn
Q8ZRZ4	Arylsulfatase	Lipid and cell wall metabolism	Lpb
Q8ZRZ6	Arylsulfatase regulatory protein	Other	Oth
Q8ZRZ8	Outer membrane or exported protein	Lipid and cell wall metabolism	Lpb
Q8ZRZ9	Arylsulfatase	Lipid and cell wall metabolism	Lpb
Q8ZS00	Transcription regulator	Other	Oth
Q8ZS01	LysR family transcriptional regulator	Other	Oth
Q8ZS02	Transcription regulator	Other	Oth
Q8ZS03	Thiol-disulfide isomerase	Translation and protein homeostasis	Rib
Q8ZS04	Fimbrial chaparone	Flagellum and motility including its regulation	Fla
Q8ZS05	Fimbrial subunit	Flagellum and motility including its regulation	Fla
Q8ZS08	Hydroxymethyltransferase	Carbon metabolism	Cbn
Q8ZS10	Transcriptional regulator	Other	Oth
Q8ZS12	Bacteriophage protein	Other	Oth
Q8ZS13	LysR family transcriptional regulator	Other	Oth
Q8ZS14	UPF0412 protein YaaI	Other	Oth
Q8ZS16	Alanine/glycine Transport protein	Transport	Tra
Q8ZS17	UPF0246 protein YaaA	Other	Oth
Q93GL3	Conjugative transfer: fimbrial acetylation	Flagellum and motility including its regulation	Fla
Q93GL4	Conjugative transfer: oriT nicking-unwinding	Other	Oth
Q93GL7	Conjugative transfer	Other	Oth
Q93GL8	Conjugative transfer: DNA Transport	Other	Oth
Q93GM0	Conjugative transfer: surface exclusion	Other	Oth
Q93GM1	Conjugative transfer: assembly abd aggregate stability	Other	Oth
Q93GM2	Conjugative transfer: assembly	Other	Oth
Q93GM3	Conjugative transfer	Other	Oth
Q93GM4	Conjugative transfer: fimbrial synthesis	Flagellum and motility including its regulation	Fla
Q93GM5	Conjugative transfer: assembly	Other	Oth
Q93GM6	Conjugative transfer	Other	Oth
Q93GM7	Conjugative transfer: aggregate stability	Other	Oth
Q93GM8	Conjugative transfer: assembly	Other	Oth
Q93GM9	Conjugative transfer protein	Other	Oth
Q93GN0	Conjugative transfer: assembly	Other	Oth
Q93GN1	Conjugative transfer: assembly	Other	Oth
Q93GN2	Conjugative transfer	Other	Oth
Q93GN3	Conjugative transfer: assembly	Other	Oth
Q93GN4	Conjugative transfer protein	Other	Oth
Q93GN5	Conjugative transfer	Other	Oth
Q93GN6	Conjugative transfer: assembly	Other	Oth
Q93GN7	Conjugative transfer protein	Other	Oth
Q93GN8	Conjugative transfer	Other	Oth
Q93GN9	Conjugative transfer: assembly	Other	Oth
Q93GP0	Conjugative transfer: assembly	Other	Oth
Q93GP1	Relaxosome protein TraM	Other	Oth
Q93GP2	Transglycosylase	Lipid and cell wall metabolism	Lpb
Q93GP3	Plasmid SOS inhibition	Other	Oth
Q93GP4	Plasmid SOS inhibition	Other	Oth
Q93GP6	UPF0401 protein YubL	Other	Oth
Q93GQ6	Mutagenesis by UV and mutagens related to umuDC operon	Other	Oth
Q93GQ7	Plasmid partition protein B	Other	Oth
Q93GQ8	Plasmid partition protein A	Other	Oth
Q93GR0	Integrase protein	Other	Oth
Q93GR1	Phosphoribulokinase / uridine kinase family	Carbon metabolism	Cbn
Q93GR2	Transposase, IS200-like	Other	Oth
Q93GR3	Adhesin	Flagellum and motility including its regulation	Fla
Q93GR5	Toxin CcdB (Cytotoxic protein CcdB) (Protein LetD)	Other	Oth
Q93GR6	Toxin addiction system: antidote	Other	Oth
Q93GR9	DNA replication	Other	Oth
Q93GS3	SdiA-regulated gene putative outer membrane protein	Lipid and cell wall metabolism	Lpb
Q93GS4	SdiA-regulated gene putative bacterial regulatory helix-turn-helix proteins, araC family	Other	Oth
Q93GS5	Outer membrane protein	Lipid and cell wall metabolism	Lpb
Q93GS6	Replication initiation protein	Other	Oth
Q93GS7	DNA replication	Other	Oth
Q93GS8	Protein CopB	Other	Oth
Q9L6L7	STMD1.8 protein	Other	Oth
Q9L6L8	Outer membrane protein	Lipid and cell wall metabolism	Lpb
Q9L6N0	STMD1.23 protein	Other	Oth
Q9L6P8	Inner membrane protein (STMD1.44 protein)	Other	Oth
Q9L6P9	Cytoplasmic protein (STMD1.47 protein)	Other	Oth
Q9L6Q0	Inner membrane protein (STMD1.48 protein)	Other	Oth
Q9L6Q1	STMD1.49 protein	Other	Oth
Q9L6R9	STMD1.77 protein	Other	Oth
Q9L6S2	Inner membrane protein (STMD1.46 protein)	Other	Oth
Q9L6S6	Cytoplasmic protein (STMD1.83 protein)	Other	Oth
Q9L6S7	Cytoplasmic protein (STMD1.84 protein)	Other	Oth
Q9L9I1	Inner membrane protein (Yjah)	Other	Oth
Q9L9J2	Cytoplasmic protein (STMF1.19 protein)	Other	Oth
Q9L9J4	STMF1.15 protein	Other	Oth
Q9L9J5	Cytoplasmic protein (STMF1.40 protein)	Other	Oth
Q9L9J6	Inner membrane protein (STMF1.14 protein)	Other	Oth
Q9L9K2	Cytoplasmic protein (STMF1.42 protein)	Other	Oth
Q9RN88	Mutant RpoS	Other	Oth
Q9RN89	Mutant RpoS	Other	Oth
Q9RN90	Mutant RpoS	Other	Oth
Q9RN94	Mutant RpoS	Other	Oth
Q9RN95	Mutant RpoS	Other	Oth
Q9S4Z2	Outer membrane protein	Lipid and cell wall metabolism	Lpb
Q9ZFU5	Uncharacterized protein YpfK	Other	Oth
Q9ZFU6	Uncharacterized protein YpfL (ORF79)	Other	Oth
V6B955	Proteolysis tag peptide encoded by tmRNA Salmo_enter_Stpaul	Translation and protein homeostasis	Rib
